Sale_Price,Gr_Liv_Area,Garage_Type,Garage_Cars,Garage_Area,Street,Utilities,Pool_Area,Neighborhood,Screen_Porch,Overall_Qual,Lot_Area,Lot_Frontage,MS_SubClass,Misc_Val,Open_Porch_SF,TotRms_AbvGrd,First_Flr_SF,Second_Flr_SF,Year_Built
176000,1382,Attchd,2,884,Pave,AllPub,0,North_Ames,0,Above_Average,19296,120,Split_or_Multilevel,0,0,6,1382,0,1962
135000,NA,Detchd,2,495,Pave,AllPub,0,North_Ames,0,Average,9482,76,Duplex_All_Styles_and_Ages,0,0,8,1866,0,1958
131000,1062,Attchd,1,297,Pave,AllPub,0,North_Ames,0,Above_Average,8128,53,One_Story_1946_and_Newer_All_Styles,0,0,6,1062,0,1954
126000,1112,Basment,2,480,Pave,AllPub,0,North_Ames,255,Average,13070,67,One_Story_1946_and_Newer_All_Styles,0,0,5,1112,0,1951
145500,1031,Attchd,1,230,Pave,AllPub,0,North_Ames,0,Average,7626,60,One_Story_1946_and_Newer_All_Styles,0,0,5,1031,0,1952
102900,1210,Attchd,1,616,Pave,AllPub,0,North_Ames,0,Average,9533,75,One_Story_1946_and_Newer_All_Styles,0,0,7,1210,0,1953
129900,1200,Attchd,1,246,Pave,AllPub,0,North_Ames,0,Average,9600,60,One_Story_1946_and_Newer_All_Styles,0,0,6,1200,0,1950
135000,1656,Detchd,1,180,Pave,AllPub,0,Old_Town,0,Average,10410,60,One_and_Half_Story_Finished_All_Ages,0,0,8,808,704,1916
149000,1352,Detchd,2,720,Pave,AllPub,0,Old_Town,0,Average,10800,60,Two_Story_1946_and_Newer,0,0,7,676,676,1939
109500,NA,Detchd,1,240,Pave,AllPub,0,Old_Town,0,Average,9022,52,One_Story_1945_and_Older,0,0,5,792,0,1924
59000,599,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Poor,5400,90,One_Story_1945_and_Older,0,81,4,599,0,1940
105000,1374,Detchd,1,338,Pave,AllPub,0,Old_Town,0,Below_Average,5400,90,One_and_Half_Story_Finished_All_Ages,0,0,6,840,534,1920
163000,1040,Attchd,2,480,Pave,AllPub,0,North_Ames,0,Above_Average,11500,77,One_Story_1946_and_Newer_All_Styles,0,0,6,1040,0,1967
200000,2634,Detchd,4,968,Pave,AllPub,0,North_Ames,0,Average,11643,91,Duplex_All_Styles_and_Ages,0,0,12,1338,1296,1969
113500,NA,Basment,1,384,Pave,AllPub,0,North_Ames,0,Above_Average,9000,80,One_Story_1946_and_Newer_All_Styles,0,28,5,1142,0,1958
133000,1268,Attchd,1,288,Pave,AllPub,0,North_Ames,0,Average,12144,60,One_Story_with_Finished_Attic_All_Ages,0,28,6,1036,0,1949
90000,1040,Detchd,2,420,Pave,AllPub,0,North_Ames,0,Below_Average,7200,60,Duplex_All_Styles_and_Ages,0,0,6,1040,0,1949
132500,1148,Attchd,1,672,Pave,AllPub,0,North_Ames,0,Average,7931,70,One_Story_1946_and_Newer_All_Styles,0,0,6,1148,0,1959
145000,941,Attchd,2,564,Pave,AllPub,0,North_Ames,0,Average,8604,75,Duplex_All_Styles_and_Ages,0,40,4,941,0,1978
128900,1378,Detchd,1,162,Pave,AllPub,0,Old_Town,0,Above_Average,4080,68,One_and_Half_Story_Finished_All_Ages,0,0,6,861,517,1935
66500,NA,Detchd,1,200,Pave,AllPub,0,Old_Town,0,Average,5720,52,One_and_Half_Story_Finished_All_Ages,0,0,5,676,455,1941
150000,1558,Detchd,2,400,Pave,AllPub,0,Old_Town,182,Average,6406,57,Two_Story_1945_and_Older,0,36,7,868,690,1939
107500,2372,Attchd,1,432,Pave,AllPub,0,Old_Town,0,Average,6600,60,Two_Story_1945_and_Older,0,287,11,1378,994,1892
135000,1389,Detchd,1,240,Pave,AllPub,0,Old_Town,0,Good,3378,60,Two_Story_1946_and_Newer,0,0,6,707,682,1946
129500,NA,Detchd,1,308,Pave,AllPub,0,Old_Town,0,Average,6000,50,One_and_Half_Story_Finished_All_Ages,0,12,6,768,560,1950
91300,NA,Attchd,1,273,Pave,AllPub,0,Old_Town,0,Average,5784,50,One_Story_1945_and_Older,0,20,4,886,0,1938
168000,1742,Attchd,2,424,Pave,AllPub,0,Old_Town,0,Very_Good,17671,121,Two_Story_1945_and_Older,0,169,8,916,826,1882
58500,816,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Below_Average,3300,0,One_Story_1945_and_Older,0,33,5,816,0,1910
143000,1482,Detchd,2,324,Pave,AllPub,0,Old_Town,0,Good,9000,50,Two_Story_1945_and_Older,0,0,7,832,650,1920
124900,1869,Detchd,2,456,Pave,AllPub,0,Old_Town,0,Average,8820,98,One_and_Half_Story_Finished_All_Ages,0,0,7,1188,561,1890
34900,720,No_Garage,0,0,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,0,Below_Average,7879,60,One_Story_1945_and_Older,0,523,4,720,0,1920
134900,1176,Detchd,2,624,Pave,AllPub,0,Brookside,0,Above_Average,6000,50,One_and_Half_Story_Finished_All_Ages,0,0,4,786,390,1937
117000,1348,Detchd,1,216,Pave,AllPub,0,Brookside,0,Average,6000,50,One_and_Half_Story_Finished_All_Ages,0,0,5,884,464,1925
93000,1142,Attchd,1,320,Pave,AllPub,0,Brookside,0,Average,6000,60,One_and_Half_Story_Finished_All_Ages,0,0,6,822,320,1924
119000,904,Detchd,1,180,Pave,AllPub,0,Brookside,0,Above_Average,6000,50,One_and_Half_Story_Unfinished_All_Ages,0,0,4,904,0,1926
141500,1539,Detchd,2,576,Pave,AllPub,0,Brookside,0,Average,6120,51,One_and_Half_Story_Finished_All_Ages,0,0,5,1067,472,1936
133000,1573,Detchd,1,240,Pave,AllPub,0,Brookside,120,Below_Average,6120,51,One_and_Half_Story_Finished_All_Ages,0,0,6,989,584,1935
123000,1427,Attchd,1,379,Pave,AllPub,0,Old_Town,0,Above_Average,5775,0,Two_Story_1945_and_Older,0,24,7,741,686,1915
97500,1864,No_Garage,0,0,Pave,AllPub,0,Old_Town,0,Good,5852,41,Two_Family_conversion_All_Styles_and_Ages,0,188,9,978,886,1902
70000,892,No_Garage,0,0,Pave,AllPub,0,Iowa_DOT_and_Rail_Road,160,Below_Average,5160,86,Split_Foyer,0,0,5,892,0,1923
88750,704,CarPort,1,220,Pave,AllPub,0,Sawyer,0,Below_Average,4280,50,One_Story_1946_and_Newer_All_Styles,0,0,4,704,0,1946
159900,1152,Detchd,1,252,Pave,AllPub,0,Edwards,0,Average,10547,0,Duplex_All_Styles_and_Ages,0,0,6,1152,0,1978
139000,NA,Detchd,2,480,Pave,AllPub,0,Sawyer,0,Average,8816,80,One_Story_1946_and_Newer_All_Styles,0,80,5,1121,0,1963
113500,1052,Attchd,1,668,Pave,AllPub,0,Sawyer,0,Average,11625,75,One_Story_1946_and_Newer_All_Styles,0,215,6,1052,0,1967
130000,899,Attchd,1,288,Pave,AllPub,0,Sawyer,0,Average,7800,65,One_Story_1946_and_Newer_All_Styles,0,0,5,899,0,1967
137000,860,Detchd,2,528,Pave,AllPub,0,Sawyer,0,Average,8740,74,Split_Foyer,0,0,4,860,0,1982
139000,1092,Attchd,1,288,Pave,AllPub,0,Sawyer,0,Average,11616,0,One_Story_1946_and_Newer_All_Styles,0,20,6,1092,0,1962
148000,1138,Attchd,2,480,Pave,AllPub,0,Sawyer,140,Above_Average,15312,88,Split_or_Multilevel,0,0,6,1138,0,1960
143000,1473,Attchd,1,452,Pave,AllPub,0,Clear_Creek,60,Average,25095,65,One_Story_1946_and_Newer_All_Styles,0,48,5,1473,0,1968
127500,1689,Attchd,2,480,Pave,AllPub,0,Edwards,0,Above_Average,9855,73,One_Story_1946_and_Newer_All_Styles,0,0,7,1689,0,1956
131000,1716,Attchd,1,281,Pave,AllPub,0,Edwards,160,Average,11409,60,One_and_Half_Story_Finished_All_Ages,0,0,8,1148,568,1949
108000,NA,Detchd,1,296,Pave,AllPub,0,Edwards,0,Below_Average,9084,60,Two_Story_1945_and_Older,0,0,7,755,755,1940
162000,1061,Attchd,2,462,Pave,AllPub,0,Sawyer_West,0,Good,10778,74,Split_or_Multilevel,0,36,4,1061,0,1990
316600,NA,BuiltIn,2,612,Pave,AllPub,0,Sawyer_West,0,Very_Good,12327,79,One_and_Half_Story_Finished_All_Ages,0,40,5,1496,636,1983
271900,2196,Attchd,3,701,Pave,AllPub,0,Sawyer_West,0,Good,14684,90,One_Story_1946_and_Newer_All_Styles,0,70,7,2196,0,1990
213000,NA,Attchd,2,425,Pave,AllPub,0,Sawyer_West,0,Good,9317,75,Two_Story_1946_and_Newer,0,72,7,1006,769,1993
118964,NA,Attchd,2,410,Pave,AllPub,0,Sawyer_West,0,Average,7018,64,Duplex_All_Styles_and_Ages,0,0,8,1535,0,1979
142953,2240,Detchd,2,528,Pave,AllPub,0,Sawyer_West,0,Average,7018,64,Duplex_All_Styles_and_Ages,0,0,12,1120,1120,1979
269500,2787,BuiltIn,4,820,Pave,AllPub,0,Sawyer_West,0,Good,7976,0,Duplex_All_Styles_and_Ages,0,0,8,1168,1619,2000
239000,1800,Attchd,2,702,Pave,AllPub,0,College_Creek,0,Excellent,11923,122,One_Story_1946_and_Newer_All_Styles,0,136,7,1800,0,2007
220000,1604,Attchd,2,660,Pave,AllPub,0,College_Creek,0,Good,8814,68,One_Story_1946_and_Newer_All_Styles,0,110,8,1604,0,2006
200000,1290,Attchd,2,662,Pave,AllPub,0,College_Creek,0,Good,6762,64,One_Story_1946_and_Newer_All_Styles,0,0,6,1290,0,2007
221800,1254,Attchd,3,810,Pave,AllPub,0,College_Creek,0,Very_Good,10324,95,One_Story_1946_and_Newer_All_Styles,0,92,5,1254,0,2008
194500,1232,Attchd,2,632,Pave,AllPub,0,College_Creek,0,Good,7314,64,One_Story_1946_and_Newer_All_Styles,0,0,6,1232,0,2007
233500,1759,Attchd,2,525,Pave,AllPub,0,Clear_Creek,0,Good,16698,0,Two_Story_1946_and_Newer,0,193,7,944,815,1992
185000,2126,Attchd,2,538,Pave,AllPub,0,Clear_Creek,225,Average,28698,0,Two_Story_1946_and_Newer,0,0,7,1160,966,1967
152000,1040,Detchd,2,576,Pave,AllPub,0,College_Creek,0,Average,12464,82,One_Story_1946_and_Newer_All_Styles,0,0,6,1040,0,1996
212000,NA,Attchd,2,550,Pave,AllPub,0,College_Creek,0,Good,10667,43,Two_Story_1946_and_Newer,0,61,6,827,834,1996
207000,1463,Attchd,2,539,Pave,AllPub,0,College_Creek,0,Good,14753,65,One_Story_1946_and_Newer_All_Styles,0,81,5,1463,0,1998
138000,990,Detchd,2,480,Pave,AllPub,0,College_Creek,0,Average,8072,60,One_Story_1946_and_Newer_All_Styles,0,64,5,990,0,1994
197900,1779,Attchd,2,546,Pave,AllPub,0,College_Creek,0,Good,10400,80,Two_Story_1946_and_Newer,0,36,6,866,913,1998
200000,1772,Attchd,2,492,Pave,AllPub,0,College_Creek,0,Above_Average,8750,70,Two_Story_1946_and_Newer,0,96,7,928,844,1998
195000,1660,Attchd,2,493,Pave,AllPub,0,College_Creek,0,Good,8935,68,Two_Story_1946_and_Newer,0,68,7,831,829,2002
227000,NA,Attchd,2,544,Pave,AllPub,0,College_Creek,0,Good,9808,67,One_Story_1946_and_Newer_All_Styles,0,72,6,1573,0,2002
140000,907,Attchd,1,343,Pave,AllPub,0,College_Creek,0,Average,16269,0,One_Story_1946_and_Newer_All_Styles,0,0,5,907,0,1978
150500,1040,Detchd,2,484,Pave,AllPub,0,College_Creek,288,Average,8800,61,One_Story_1946_and_Newer_All_Styles,0,0,5,1040,0,1977
143500,NA,Detchd,1,252,Pave,AllPub,0,College_Creek,0,Average,9286,0,One_Story_1946_and_Newer_All_Styles,0,0,5,1268,0,1977
133500,864,Attchd,1,338,Pave,AllPub,0,College_Creek,0,Average,15523,36,One_Story_1946_and_Newer_All_Styles,0,0,5,864,0,1972
123000,894,Detchd,2,600,Pave,AllPub,0,College_Creek,0,Average,7200,60,One_Story_1946_and_Newer_All_Styles,0,0,6,894,0,1972
133000,768,Detchd,2,396,Pave,AllPub,0,College_Creek,0,Average,8445,70,Split_Foyer,0,0,5,768,0,1972
250000,1611,Attchd,3,1231,Pave,AllPub,0,College_Creek,0,Good,11664,90,One_Story_1946_and_Newer_All_Styles,0,93,6,1611,0,2002
203000,1504,Attchd,2,478,Pave,AllPub,0,College_Creek,0,Good,11883,73,One_Story_1946_and_Newer_All_Styles,0,66,6,1504,0,1996
279500,NA,Attchd,2,523,Pave,AllPub,0,College_Creek,0,Very_Good,12782,0,One_Story_1946_and_Newer_All_Styles,0,144,7,1828,0,2002
210000,1417,Attchd,2,511,Pave,AllPub,0,College_Creek,117,Good,8750,70,One_Story_1946_and_Newer_All_Styles,0,0,7,1417,0,1997
178000,1212,Attchd,2,573,Pave,AllPub,0,College_Creek,0,Good,9100,70,One_Story_1946_and_Newer_All_Styles,0,0,6,1212,0,2001
140000,848,Attchd,2,420,Pave,AllPub,0,College_Creek,0,Above_Average,4435,0,One_Story_PUD_1946_and_Newer,0,0,4,848,0,2003
190000,NA,Attchd,2,572,Pave,AllPub,0,College_Creek,0,Good,9313,65,Two_Story_1946_and_Newer,0,56,7,864,864,2004
127000,1149,More_Than_Two_Types,1,544,Pave,AllPub,0,Edwards,0,Below_Average,10682,80,One_Story_1946_and_Newer_All_Styles,0,240,7,1149,0,1960
125000,1125,Detchd,1,352,Pave,AllPub,0,Edwards,0,Above_Average,7200,72,Split_or_Multilevel,0,0,6,1125,0,1976
98000,1529,Detchd,1,240,Pave,AllPub,0,Edwards,0,Below_Average,8405,50,One_and_Half_Story_Finished_All_Ages,0,0,9,1088,441,1945
82000,NA,Detchd,2,528,Pave,AllPub,0,Edwards,0,Fair,10206,74,One_Story_1946_and_Newer_All_Styles,0,0,4,944,0,1952
119900,1678,No_Garage,0,0,Pave,AllPub,0,Edwards,0,Average,10926,65,Duplex_All_Styles_and_Ages,0,0,10,1678,0,1959
160000,1268,Basment,1,250,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Average,6300,70,One_and_Half_Story_Finished_All_Ages,0,0,7,832,436,1938
159434,NA,Detchd,1,281,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Average,4500,55,One_and_Half_Story_Finished_All_Ages,0,0,6,848,672,1932
197000,3082,Basment,2,672,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Good,15863,102,Two_and_Half_Story_All_Ages,0,63,12,1687,998,1920
177000,NA,Detchd,2,342,Pave,AllPub,0,Crawford,0,Above_Average,7558,57,One_and_Half_Story_Finished_All_Ages,0,0,9,1172,741,1928
145000,1477,Detchd,1,216,Pave,AllPub,0,South_and_West_of_Iowa_State_University,0,Good,6292,52,One_and_Half_Story_Finished_All_Ages,0,50,6,877,600,1928
224000,1906,Basment,2,576,Pave,AllPub,0,Crawford,0,Above_Average,17500,100,One_Story_1946_and_Newer_All_Styles,0,201,6,1906,0,1954
115000,1032,Detchd,2,452,Pave,AllPub,0,Blueste,0,Above_Average,1733,24,Two_Story_PUD_1946_and_Newer,0,0,5,516,516,1980
121000,1229,Attchd,2,462,Pave,AllPub,0,Blueste,0,Above_Average,1612,24,Two_Story_PUD_1946_and_Newer,0,0,5,561,668,1980
124000,1229,Attchd,2,462,Pave,AllPub,0,Blueste,0,Above_Average,1300,24,Two_Story_PUD_1946_and_Newer,0,0,5,561,668,1980
222000,1680,Attchd,2,540,Pave,AllPub,0,Crawford,0,Above_Average,21695,0,One_Story_1946_and_Newer_All_Styles,0,44,5,1680,0,1988
230000,1648,Attchd,2,482,Pave,AllPub,0,Crawford,0,Very_Good,3843,44,One_Story_PUD_1946_and_Newer,0,53,5,1648,0,2007
239686,2149,Attchd,2,670,Pave,AllPub,0,Mitchell,198,Good,12822,48,One_and_Half_Story_Finished_All_Ages,0,43,6,1518,631,2003
240000,1710,Attchd,2,550,Pave,AllPub,0,Mitchell,180,Good,12118,43,One_Story_1946_and_Newer_All_Styles,0,48,7,1710,0,2004
173000,1287,Attchd,2,541,Pave,AllPub,0,Mitchell,120,Above_Average,9360,72,Split_Foyer,0,39,5,1287,0,1977
224500,1692,Attchd,2,650,Pave,AllPub,0,Timberland,0,Good,13159,83,Two_Story_1946_and_Newer,0,114,6,846,846,2009
410000,NA,Attchd,3,780,Pave,AllPub,0,Timberland,0,Excellent,13438,113,One_Story_1946_and_Newer_All_Styles,0,154,9,2036,0,2008
204000,2237,BuiltIn,2,440,Pave,AllPub,0,Timberland,0,Above_Average,9839,0,Two_Story_1946_and_Newer,2500,24,7,1375,862,1980
315000,1838,Attchd,3,765,Pave,AllPub,0,Timberland,0,Excellent,14601,85,One_Story_1946_and_Newer_All_Styles,0,68,8,1838,0,2006
130000,874,Attchd,1,288,Pave,AllPub,0,Mitchell,0,Average,9858,62,One_Story_1946_and_Newer_All_Styles,600,0,5,874,0,1968
88000,1092,Attchd,1,286,Pave,AllPub,0,Meadow_Village,0,Below_Average,2217,21,Two_Story_PUD_1946_and_Newer,0,0,6,546,546,1970
149000,883,Detchd,2,698,Pave,AllPub,0,Mitchell,0,Average,7669,70,Split_Foyer,0,32,5,883,0,1992
176500,1414,Attchd,2,601,Pave,AllPub,0,North_Ames,190,Above_Average,11029,87,One_Story_1946_and_Newer_All_Styles,0,51,6,1414,0,1958
177900,1384,Attchd,2,404,Pave,AllPub,0,Gilbert,0,Average,14137,53,One_Story_1946_and_Newer_All_Styles,0,39,7,1384,0,1996
175000,1446,Attchd,2,406,Pave,AllPub,0,Gilbert,0,Good,21872,57,Two_Story_1946_and_Newer,0,22,6,729,717,1996
180000,1337,Attchd,2,462,Pave,AllPub,0,Stone_Brook,0,Very_Good,5395,41,One_Story_PUD_1946_and_Newer,0,0,5,1337,0,1993
194500,1895,Attchd,2,409,Pave,AllPub,0,Gilbert,0,Good,10832,0,Two_Story_1946_and_Newer,500,46,7,1086,809,1994
387000,1884,Attchd,3,670,Pave,AllPub,0,Stone_Brook,0,Excellent,15401,53,One_Story_1946_and_Newer_All_Styles,0,76,7,1884,0,2004
115000,1474,Attchd,2,495,Pave,NoSewr,0,Gilbert,0,Above_Average,31220,0,One_Story_1946_and_Newer_All_Styles,750,0,7,1474,0,1952
133000,1488,Attchd,2,738,Pave,AllPub,0,Gilbert,0,Above_Average,47280,0,One_Story_1946_and_Newer_All_Styles,0,0,6,1488,0,1950
181900,1260,Attchd,2,598,Pave,AllPub,0,Northwest_Ames,0,Good,10825,0,One_Story_1946_and_Newer_All_Styles,0,0,6,1260,0,1983
272000,2872,Attchd,2,619,Pave,AllPub,0,Northwest_Ames,0,Above_Average,12227,0,Two_Story_1946_and_Newer,0,282,11,1542,1330,1977
185000,2044,Attchd,2,489,Pave,AllPub,0,Northwest_Ames,0,Good,10400,80,Two_Story_1946_and_Newer,0,73,7,1277,767,1980
292500,2840,Attchd,4,1314,Pave,AllPub,0,Northwest_Ames,208,Good,12511,0,Two_Story_1946_and_Newer,0,16,8,1420,1420,1978
180000,NA,Attchd,2,478,Pave,AllPub,0,Northwest_Ames,189,Above_Average,11361,104,One_Story_1946_and_Newer_All_Styles,0,0,7,1523,0,1976
159900,1444,Attchd,2,473,Pave,AllPub,0,Northwest_Ames,0,Above_Average,10400,80,One_Story_1946_and_Newer_All_Styles,0,24,5,1444,0,1976
306000,2340,Attchd,3,787,Pave,AllPub,0,Northwest_Ames,0,Very_Good,14311,0,Two_Story_1946_and_Newer,0,180,9,1236,1104,1996
151000,1054,Attchd,2,460,Pave,AllPub,0,North_Ames,80,Above_Average,9750,65,One_Story_1946_and_Newer_All_Styles,0,0,6,1054,0,1969
103400,987,Detchd,1,264,Pave,AllPub,0,Briardale,0,Above_Average,1680,21,Two_Story_PUD_1946_and_Newer,0,0,5,483,504,1973
100500,NA,Detchd,1,352,Pave,AllPub,0,Briardale,0,Above_Average,1890,21,Two_Story_PUD_1946_and_Newer,0,0,5,483,504,1972
106000,987,Detchd,1,280,Pave,AllPub,0,Briardale,0,Above_Average,1869,21,Two_Story_PUD_1946_and_Newer,0,0,5,483,504,1970
85400,987,Detchd,1,264,Pave,AllPub,0,Briardale,0,Above_Average,1680,21,Two_Story_PUD_1946_and_Newer,0,0,4,483,504,1971
426000,2332,BuiltIn,3,846,Pave,AllPub,0,Northridge_Heights,0,Very_Excellent,12474,96,Two_Story_1946_and_Newer,0,134,9,1742,590,2007
385000,2084,Attchd,3,1220,Pave,AllPub,0,Northridge_Heights,0,Very_Excellent,14803,114,One_Story_1946_and_Newer_All_Styles,0,45,7,2084,0,2007
372402,1710,Attchd,3,866,Pave,AllPub,0,Northridge_Heights,0,Very_Good,13891,107,One_Story_1946_and_Newer_All_Styles,0,102,6,1710,0,2007
383000,1950,Attchd,3,706,Pave,AllPub,0,Northridge_Heights,0,Excellent,14418,104,One_Story_1946_and_Newer_All_Styles,0,207,7,1950,0,2007
390000,NA,BuiltIn,3,850,Pave,AllPub,0,Northridge_Heights,0,Excellent,13418,108,Two_Story_1946_and_Newer,0,182,9,1850,898,2006
250000,2088,BuiltIn,3,656,Pave,AllPub,0,Northridge_Heights,0,Very_Good,8899,74,Two_Story_1946_and_Newer,0,24,10,948,1140,2007
615000,2470,Attchd,3,789,Pave,AllPub,144,Northridge_Heights,216,Very_Excellent,12720,106,One_Story_1946_and_Newer_All_Styles,0,65,7,2470,0,2003
284000,1575,Attchd,3,732,Pave,AllPub,0,Northridge_Heights,0,Very_Good,10845,92,One_Story_1946_and_Newer_All_Styles,0,28,7,1575,0,2003
370000,2690,BuiltIn,3,795,Pave,AllPub,0,Northridge_Heights,0,Very_Good,16451,112,Two_Story_1946_and_Newer,0,58,9,1804,886,2003
336860,1866,Attchd,3,870,Pave,AllPub,0,Northridge_Heights,0,Excellent,10110,58,One_Story_PUD_1946_and_Newer,0,48,7,1866,0,2008
154000,1626,BuiltIn,2,474,Pave,AllPub,0,Northridge_Heights,0,Good,2448,36,Two_Story_PUD_1946_and_Newer,0,27,6,764,862,2003
195000,1455,Attchd,3,644,Pave,AllPub,0,Bloomington_Heights,144,Good,3940,0,One_Story_PUD_1946_and_Newer,0,20,6,1455,0,2003
219990,NA,Attchd,3,668,Pave,AllPub,0,Bloomington_Heights,0,Good,3940,0,One_Story_PUD_1946_and_Newer,0,20,7,1576,0,2004
191000,1504,Attchd,2,437,Pave,AllPub,0,Bloomington_Heights,0,Good,3182,43,One_Story_PUD_1946_and_Newer,0,20,7,1504,0,2005
159895,1266,Attchd,2,388,Pave,AllPub,0,Bloomington_Heights,0,Good,3182,43,One_Story_1946_and_Newer_All_Styles,0,16,6,1266,0,2007
179000,1515,Attchd,2,393,Pave,AllPub,0,Gilbert,0,Above_Average,9024,80,Two_Story_1946_and_Newer,0,75,8,813,702,2004
213000,1986,BuiltIn,2,434,Pave,AllPub,0,Gilbert,0,Good,8396,0,Two_Story_1946_and_Newer,0,48,9,847,1139,2003
315000,2630,Attchd,3,696,Pave,AllPub,0,Northridge,0,Very_Good,9200,80,Two_Story_1946_and_Newer,0,66,8,1470,1160,1998
250000,2198,Attchd,3,836,Pave,AllPub,0,Northridge,0,Very_Good,14260,84,Two_Story_1946_and_Newer,0,84,9,1145,1053,2000
291000,2172,BuiltIn,3,687,Pave,AllPub,0,Northridge,0,Excellent,11000,0,Two_Story_1946_and_Newer,0,153,8,1533,639,2000
350000,2006,Attchd,3,938,Pave,AllPub,0,Northridge,0,Very_Good,11675,136,One_Story_1946_and_Newer_All_Styles,0,33,5,2006,0,1998
350000,2113,Attchd,3,839,Pave,AllPub,0,Northridge,0,Very_Good,10437,91,One_Story_1946_and_Newer_All_Styles,0,46,7,2113,0,1995
271000,2127,Attchd,2,525,Pave,AllPub,0,Northridge,0,Good,10944,81,Two_Story_1946_and_Newer,0,132,5,1223,904,1994
301500,1987,Attchd,2,691,Pave,AllPub,0,Northridge,0,Very_Good,14303,91,One_Story_1946_and_Newer_All_Styles,0,36,7,1987,0,1994
232000,1574,Attchd,3,824,Pave,AllPub,0,Somerset,0,Very_Good,11957,75,One_Story_1946_and_Newer_All_Styles,0,104,7,1574,0,2006
264132,1506,Attchd,2,592,Pave,AllPub,0,Somerset,0,Excellent,14587,75,One_Story_1946_and_Newer_All_Styles,0,174,6,1506,0,2008
212700,NA,Attchd,2,588,Pave,AllPub,0,Somerset,0,Very_Good,8640,72,One_Story_1946_and_Newer_All_Styles,0,113,6,1372,0,2007
250580,1372,Attchd,2,529,Pave,AllPub,0,Somerset,0,Good,8640,72,One_Story_1946_and_Newer_All_Styles,0,140,6,1372,0,2007
205950,1665,Attchd,2,562,Pave,AllPub,0,Somerset,0,Good,8125,65,Two_Story_1946_and_Newer,0,0,7,822,843,2007
146000,1175,No_Garage,0,0,Pave,AllPub,0,Sawyer_West,0,Above_Average,13072,63,One_Story_1946_and_Newer_All_Styles,0,90,6,1175,0,2005
155000,1114,Detchd,2,576,Pave,AllPub,0,Sawyer_West,0,Above_Average,13695,66,One_Story_1946_and_Newer_All_Styles,0,78,6,1114,0,2003
190500,1677,Attchd,2,627,Pave,AllPub,0,Sawyer_West,0,Above_Average,8450,65,Two_Story_1946_and_Newer,0,68,7,827,850,2001
115000,890,Detchd,1,308,Pave,AllPub,0,Sawyer,0,Average,8450,65,Two_Family_conversion_All_Styles_and_Ages,0,0,5,890,0,1968
192000,1430,Attchd,2,484,Pave,AllPub,0,Veenker,0,Above_Average,19508,95,One_Story_1946_and_Newer_All_Styles,0,108,6,1430,0,1974
140000,1641,Detchd,2,490,Pave,AllPub,0,Sawyer,0,Average,10759,70,One_and_Half_Story_Finished_All_Ages,0,0,5,1001,640,1972
372500,2786,Attchd,2,636,Pave,AllPub,0,Northridge,0,Excellent,11025,105,Two_Story_1946_and_Newer,0,49,10,1827,959,1993
178000,1245,Attchd,2,495,Pave,AllPub,0,Somerset,0,Good,3435,37,One_Story_PUD_1946_and_Newer,0,100,5,1245,0,2004
179400,1501,Detchd,2,440,Pave,AllPub,0,Somerset,0,Good,2280,24,Two_Story_PUD_1946_and_Newer,0,0,6,757,744,1999
172900,1549,Detchd,2,440,Pave,AllPub,0,Somerset,0,Above_Average,2280,24,Two_Story_PUD_1946_and_Newer,0,32,6,757,792,1999
300000,1638,Attchd,2,495,Pave,AllPub,0,Somerset,0,Excellent,4765,0,One_Story_PUD_1946_and_Newer,0,68,5,1638,0,2000
200000,1607,Detchd,2,480,Pave,AllPub,0,Somerset,0,Very_Good,2645,24,Two_Story_PUD_1946_and_Newer,0,0,7,962,645,1999
217500,1239,Attchd,2,477,Pave,AllPub,0,Veenker,0,Very_Good,11064,22,One_Story_PUD_1946_and_Newer,0,24,4,1239,0,1995
162500,NA,Attchd,2,516,Pave,AllPub,0,Veenker,0,Above_Average,11120,0,One_Story_1946_and_Newer_All_Styles,0,0,6,1232,0,1984
290000,1671,Attchd,2,550,Pave,AllPub,0,Veenker,0,Very_Good,16280,103,One_Story_1946_and_Newer_All_Styles,0,90,6,1671,0,1976
205000,1812,Attchd,2,469,Pave,AllPub,0,Somerset,0,Good,7500,0,Two_Story_1946_and_Newer,0,112,7,952,860,2002
145000,1258,Attchd,2,528,Pave,AllPub,0,Northwest_Ames,0,Above_Average,11040,80,One_Story_1946_and_Newer_All_Styles,0,0,5,1258,0,1971
140500,NA,Detchd,2,484,Pave,AllPub,0,Northwest_Ames,0,Average,9750,75,Duplex_All_Styles_and_Ages,0,0,8,1625,0,1965
240000,2614,Attchd,2,624,Pave,AllPub,0,Northwest_Ames,0,Above_Average,10800,90,Two_Story_1946_and_Newer,0,243,9,1548,1066,1974
141000,1464,Attchd,2,470,Pave,AllPub,0,North_Ames,0,Average,8814,73,Two_Story_1946_and_Newer,0,40,7,732,732,1968
